input,input_unit,surface_unit,profile_mean,profile_Ra,profile_Rq,profile_Rp,profile_Rv,profile_Rz,roundness_bin_count,roundness_valid_bin_count,roundness_profile_mean,roundness_eccentricity_cos,roundness_eccentricity_sin,roundness_eccentricity_amplitude,RONt,RONq,banach_l1_mean,banach_l2_rms,banach_linf,banach_bv_total_variation,banach_bv_total_variation_density,banach_w12_gradient_seminorm,banach_w12_norm,banach_scale_l1_sigma_1p0,banach_scale_l2_sigma_1p0,banach_scale_l1_sigma_2p0,banach_scale_l2_sigma_2p0,banach_scale_l1_sigma_4p0,banach_scale_l2_sigma_4p0,banach_scale_l1_sigma_8p0,banach_scale_l2_sigma_8p0,banach_lowpass_l2_last_scale,sphere_centre_x_nm,sphere_centre_y_nm,sphere_centre_z_nm,sphere_radius_nm,sphere_branch_sign,sphere_fit_pixel_count,sphere_fit_rank,sphere_fit_residual_sum,sphere_fit_condition_proxy,input_rows,input_columns,valid_pixel_count,wavelength_nm,input_to_surface_scale,surface_calibrated_to_nm,pixel_size_nm,effective_pixel_size_for_fit
results/r_btri_stage5_15000/spherical/spherical_mean_surface.npy,native,native units,156.07088506319332,46.262815871888115,55.20859567519646,78.45784771615061,154.93339789640635,233.39124561255696,720.0,720.0,155.93336952352968,0.004854453644821294,0.0008800308886603219,0.004933576243934518,28.518754416817302,2.3879258432871424,156.07088506319332,165.54790908022915,234.52873277934393,473051.5501111349,1.4959381644376608,8.208224994497149,165.75127498271652,0.5967728662056498,4.978754827489829,0.5925193059273448,3.147970113800745,1.1193959224792185,4.209374477444068,2.1257215593671916,5.603114906210573,164.50904042560103,-1.5000038580625268,1.4999948817403492,0.02422750919824255,234.16806977565753,-1.0,19764.0,4.0,25581126879205.668,1408.1959234756066,488.0,648.0,172285.0,532.0,1.0,False,,1.0
