sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,103.72148863556139,nm,103.71631893265695,26.32617412748247,73.09317729483364,0.2538286587723584,5.0
ceramic,ISO/profile,Rz,849.4955728414416,nm,459.54498499368975,117.07077440919822,325.04057857013413,0.2547536764236602,5.0
ceramic,ISO/roundness,RONt,849.4643806903016,nm,455.140044248288,113.72840615662139,315.76067659549864,0.2498756318935986,5.0
ceramic,Banach,L1 mean,103.72148863556139,nm,103.71631893265695,26.32617412748247,73.09317729483364,0.2538286587723584,5.0
ceramic,Banach,L2 RMS,138.50502693522424,nm,122.87441487828592,31.958844617875073,88.73197770707625,0.2600935650398183,5.0
ceramic,Banach,L infinity,444.5666136445605,nm,259.75372243373556,56.37752885251375,156.52911402570948,0.21704223648573864,5.0
ceramic,Banach,BV total variation,4428.152492162139,nm,692.5032706338683,103.67853154081094,287.85775141058014,0.14971558393639206,5.0
ceramic,Banach,BV density,11.09812654677228,nm/sample,8.76586418523884,1.3123864752001384,3.6437690051972167,0.14971558393639203,5.0
ceramic,Banach,W12 gradient,23.56792005796853,nm/sample,12.184167477758397,2.2690118735997062,6.299786910091591,0.1862262545013171,5.0
steel,ISO/profile,Ra,167.73159790798852,nm,135.74294567519684,50.92683019900141,141.3955484292569,0.375171099652266,5.0
steel,ISO/profile,Rz,1331.4140893778988,nm,604.0998531401646,237.43036761390226,659.2123819869329,0.39303165921944555,5.0
steel,ISO/step,step depth,471.83010647290087,nm,94.36602129458018,94.36602129458018,262.00207792032836,1.0,5.0
steel,Banach,L1 mean,167.73159790798852,nm,135.74294567519684,50.92683019900141,141.3955484292569,0.375171099652266,5.0
steel,Banach,L2 RMS,235.65875605348072,nm,157.6209738212247,59.54715889199654,165.32941783411937,0.377787025726256,5.0
steel,Banach,L infinity,708.3558990696915,nm,376.57039911728674,141.3026869380848,392.3191535005425,0.375235778673285,5.0
steel,Banach,BV total variation,4408.156280089008,nm,729.0433455990584,241.20544170057323,669.6936679566296,0.3308519900176492,5.0
steel,Banach,BV density,11.04801072704012,nm/sample,9.228396779734917,3.0532334392477622,8.47713503742569,0.33085199001764914,5.0
steel,Banach,W12 gradient,30.46970022032362,nm/sample,16.527090492103696,5.289634717895205,14.68638042078448,0.3200584349932908,5.0
