sample,input_folder,total_available_frames,processed_frames,valid_phase_frames,failed_phase_frames,frame_selection,per_sweep_frame_limit,downsample,wavelength_nm,fringe_order_to_height_scale_nm,frames_per_sweep,angle_step_deg,phase_retrieval_method,phase_refinement_method,phase_unwrapping_method,sample_model,peak_spline_smoothing_factor,mean_detected_rings,median_ring_fit_r_squared,mean_corrected_missing_ring_orders,fraction_images_with_corrected_missing_orders,max_corrected_order_increment,median_ring_fit_residual_order_rmse,median_sinusoidal_fit_r_squared,sinusoidal_refinement_used_fraction,eccentricity_cos_nm,eccentricity_sin_nm,eccentricity_amplitude_nm,linear_trend_slope_nm_per_sample,linear_trend_intercept_nm,roundness_RONt_nm,roundness_RONq_nm,profile_smoothed_mean_nm,profile_smoothed_Ra_nm,profile_smoothed_Rq_nm,profile_smoothed_Rp_nm,profile_smoothed_Rv_nm,profile_smoothed_Rz_nm,banach_l1_mean_nm,banach_l2_rms_nm,banach_linf_nm,banach_bv_total_variation_nm,banach_bv_total_variation_density_nm_per_sample,banach_w12_gradient_seminorm_nm_per_sample,banach_w12_norm_nm,profile_smoothed_mean_nm_sweep_mean,profile_smoothed_mean_nm_sweep_n,profile_smoothed_mean_nm_sweep_sd,profile_smoothed_mean_nm_standard_uncertainty,profile_smoothed_mean_nm_expanded_uncertainty_95,profile_smoothed_mean_nm_relative_standard_uncertainty,profile_smoothed_Ra_nm_sweep_mean,profile_smoothed_Ra_nm_sweep_n,profile_smoothed_Ra_nm_sweep_sd,profile_smoothed_Ra_nm_standard_uncertainty,profile_smoothed_Ra_nm_expanded_uncertainty_95,profile_smoothed_Ra_nm_relative_standard_uncertainty,profile_smoothed_Rq_nm_sweep_mean,profile_smoothed_Rq_nm_sweep_n,profile_smoothed_Rq_nm_sweep_sd,profile_smoothed_Rq_nm_standard_uncertainty,profile_smoothed_Rq_nm_expanded_uncertainty_95,profile_smoothed_Rq_nm_relative_standard_uncertainty,profile_smoothed_Rp_nm_sweep_mean,profile_smoothed_Rp_nm_sweep_n,profile_smoothed_Rp_nm_sweep_sd,profile_smoothed_Rp_nm_standard_uncertainty,profile_smoothed_Rp_nm_expanded_uncertainty_95,profile_smoothed_Rp_nm_relative_standard_uncertainty,profile_smoothed_Rv_nm_sweep_mean,profile_smoothed_Rv_nm_sweep_n,profile_smoothed_Rv_nm_sweep_sd,profile_smoothed_Rv_nm_standard_uncertainty,profile_smoothed_Rv_nm_expanded_uncertainty_95,profile_smoothed_Rv_nm_relative_standard_uncertainty,profile_smoothed_Rz_nm_sweep_mean,profile_smoothed_Rz_nm_sweep_n,profile_smoothed_Rz_nm_sweep_sd,profile_smoothed_Rz_nm_standard_uncertainty,profile_smoothed_Rz_nm_expanded_uncertainty_95,profile_smoothed_Rz_nm_relative_standard_uncertainty,banach_l1_mean_nm_sweep_mean,banach_l1_mean_nm_sweep_n,banach_l1_mean_nm_sweep_sd,banach_l1_mean_nm_standard_uncertainty,banach_l1_mean_nm_expanded_uncertainty_95,banach_l1_mean_nm_relative_standard_uncertainty,banach_l2_rms_nm_sweep_mean,banach_l2_rms_nm_sweep_n,banach_l2_rms_nm_sweep_sd,banach_l2_rms_nm_standard_uncertainty,banach_l2_rms_nm_expanded_uncertainty_95,banach_l2_rms_nm_relative_standard_uncertainty,banach_linf_nm_sweep_mean,banach_linf_nm_sweep_n,banach_linf_nm_sweep_sd,banach_linf_nm_standard_uncertainty,banach_linf_nm_expanded_uncertainty_95,banach_linf_nm_relative_standard_uncertainty,banach_bv_total_variation_nm_sweep_mean,banach_bv_total_variation_nm_sweep_n,banach_bv_total_variation_nm_sweep_sd,banach_bv_total_variation_nm_standard_uncertainty,banach_bv_total_variation_nm_expanded_uncertainty_95,banach_bv_total_variation_nm_relative_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_sweep_mean,banach_bv_total_variation_density_nm_per_sample_sweep_n,banach_bv_total_variation_density_nm_per_sample_sweep_sd,banach_bv_total_variation_density_nm_per_sample_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_expanded_uncertainty_95,banach_bv_total_variation_density_nm_per_sample_relative_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_sweep_mean,banach_w12_gradient_seminorm_nm_per_sample_sweep_n,banach_w12_gradient_seminorm_nm_per_sample_sweep_sd,banach_w12_gradient_seminorm_nm_per_sample_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_expanded_uncertainty_95,banach_w12_gradient_seminorm_nm_per_sample_relative_standard_uncertainty,banach_w12_norm_nm_sweep_mean,banach_w12_norm_nm_sweep_n,banach_w12_norm_nm_sweep_sd,banach_w12_norm_nm_standard_uncertainty,banach_w12_norm_nm_expanded_uncertainty_95,banach_w12_norm_nm_relative_standard_uncertainty,roundness_RONt_nm_sweep_mean,roundness_RONt_nm_sweep_n,roundness_RONt_nm_sweep_sd,roundness_RONt_nm_standard_uncertainty,roundness_RONt_nm_expanded_uncertainty_95,roundness_RONt_nm_relative_standard_uncertainty,roundness_RONq_nm_sweep_mean,roundness_RONq_nm_sweep_n,roundness_RONq_nm_sweep_sd,roundness_RONq_nm_standard_uncertainty,roundness_RONq_nm_expanded_uncertainty_95,roundness_RONq_nm_relative_standard_uncertainty,step_edge_sample,step_left_level_nm,step_right_level_nm,step_height_nm,step_depth_nm,step_depth_nm_sweep_mean,step_depth_nm_sweep_n,step_depth_nm_sweep_sd,step_depth_nm_standard_uncertainty,step_depth_nm_expanded_uncertainty_95,step_depth_nm_relative_standard_uncertainty
ceramic,ceramic,24000.0,200.0,129.0,71.0,first,40.0,1.0,532.0,266.0,4800.0,0.08333333333333333,per-image radial excess-fraction fringe analysis,full radial-profile sinusoidal least-squares fit initialised by ring diameters,independent sequence unwrap of per-image epsilon values within each sweep,ceramic-roundness,0.6,3.116279069767442,0.9988391185666938,0.24806201550387597,0.16,2.0,0.02975277226056307,0.5274005864801031,0.10852713178294573,-63786.49444797851,2928.506183988804,63853.684485953156,1.4869668613861858e-08,-1.4795320337310274e-06,530.5369886776573,109.00724537095945,6.8212102632969615e-15,89.33065875255976,108.24973090537026,242.72897795869383,292.70997226388823,535.4389502225821,89.33065875255976,108.24973090537026,292.70997226388823,3705.1237897125143,18.61871251111816,30.97159459200713,112.59326761692601,5.551115123125783e-15,5.0,0.5649984082521595,0.25267496960620134,0.7015381825691402,45517875958573.59,89.35634360970258,5.0,32.83616643351215,14.684780053165998,40.771485699519005,0.1643395360636878,103.15675107795914,5.0,36.681629761434785,16.404523534409513,45.54625907021339,0.15902520545661664,168.32900122201474,5.0,57.95251600846732,25.91715305241554,71.95755273304131,0.1539672478554812,193.95311019052565,5.0,59.75658529624775,26.723957365134876,74.1976006179434,0.137785660353078,362.2821114125403,5.0,101.36471149404781,45.331677084069035,125.86091295047069,0.12512811330187001,89.35634360970258,5.0,32.83616643351215,14.684780053165998,40.771485699519005,0.1643395360636878,103.15675107795914,5.0,36.681629761434785,16.404523534409513,45.54625907021339,0.15902520545661664,208.43657569201378,5.0,47.208887244523005,21.112456204175235,58.61757568678523,0.10128959437220382,609.4203560899257,5.0,199.98231593199876,89.43481054435767,248.31084197017435,0.14675389433686842,15.626162976664764,5.0,5.127751690564072,2.293200270368146,6.366944665901908,0.14675389433686842,21.26075812564204,5.0,6.37541686826901,2.8511731004696657,7.916125598870635,0.13410495917504187,105.76028422581435,5.0,35.65542965789702,15.945592896403959,44.272063346697564,0.1507710858866234,364.1652494108069,5.0,95.84810096272467,42.86457385338308,119.011136261615,0.11770638171196968,103.9409130951233,5.0,36.723053527664725,16.423048805844356,45.59769346941112,0.15800369957126048,,,,,,,,,,,
steel,steel,100000.0,200.0,109.0,91.0,first,40.0,1.0,532.0,266.0,20000.0,0.02,per-image radial excess-fraction fringe analysis,full radial-profile sinusoidal least-squares fit initialised by ring diameters,independent sequence unwrap of per-image epsilon values within each sweep,step,0.6,3.238532110091743,0.9951059445461559,0.3302752293577982,0.175,3.0,0.06277800888197425,0.34169372140529564,0.045871559633027525,,,,-0.15602493962480896,-145.47647109468437,,,1.8189894035458565e-14,299.52945069245436,395.5202747191152,901.0667742011022,854.8157976677076,1755.88257186881,299.52945069245436,395.5202747191152,901.0667742011022,7740.562097388575,38.897296971801886,54.41097230461138,399.2453401368857,2.842170943040401e-14,5.0,352.84991030234795,157.79927705815066,438.1210303918537,5552068479362664.0,185.26622911304688,5.0,78.29754262309095,35.01572555528371,97.21923982291693,0.18900220360137843,226.03967621790554,5.0,84.7046717195165,37.88108079532858,105.17474135379237,0.16758598060815955,415.5455625516879,5.0,177.33488626366136,79.3065720935481,220.19034389914796,0.1908492816204324,409.2681839903107,5.0,125.68437254694504,56.20776014487549,156.0577605283715,0.13733723349041516,824.8137465419986,5.0,242.243368590929,108.33452785357093,300.7848695829616,0.13134423172232454,185.26622911304688,5.0,78.29754262309095,35.01572555528371,97.21923982291693,0.18900220360137843,226.03967621790554,5.0,84.7046717195165,37.88108079532858,105.17474135379237,0.16758598060815955,475.6159414065639,5.0,173.22655356758452,77.46926985702554,215.08917509778593,0.16288198757157218,1374.6116180206147,5.0,223.26893826462472,99.84890464478096,277.22500256036386,0.07263790247063338,35.246451744118325,5.0,5.7248445708878135,2.560228324225153,7.108333398983689,0.07263790247063338,44.2247282523209,5.0,8.469756374026083,3.787790201036891,10.516591563185061,0.08564869363189606,230.89495659463756,5.0,83.17583318011269,37.19736341518289,103.27643758034822,0.16110080516174768,,,,,,,,,,,,,80.0,-88.96742150426405,137.63542539338638,226.60284689765044,226.60284689765044,0.0,5.0,0.0,0.0,0.0,
