sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,128.780659362914,nm,128.76293491354983,37.758192654833486,104.83354917762792,0.2932380555024159,5.0
ceramic,ISO/profile,Rz,1044.5414962468094,nm,555.7963384662597,154.76421049005646,429.69433467491905,0.27845489395834083,5.0
ceramic,ISO/roundness,RONt,1034.2044946230924,nm,529.6538195120031,156.1947507910279,433.6661512913394,0.2948996968150594,5.0
ceramic,Banach,L1 mean,128.780659362914,nm,128.76293491354983,37.758192654833486,104.83354917762792,0.2932380555024159,5.0
ceramic,Banach,L2 RMS,172.04994856109224,nm,148.56666523663495,43.38429257704069,120.45410676799382,0.2920190239710825,5.0
ceramic,Banach,L infinity,535.7194719261927,nm,292.13045818417305,77.48324357901784,215.12797236981285,0.2652350736059459,5.0
ceramic,Banach,BV total variation,4607.553517801479,nm,691.4051872740557,155.34932604828307,431.31887590253245,0.22468637624887602,5.0
ceramic,Banach,BV density,11.547753177447316,nm/sample,8.751964395874122,1.9664471651681403,5.459732606361171,0.22468637624887608,5.0
ceramic,Banach,W12 gradient,30.362643078522225,nm/sample,14.24669415828745,2.662908063077127,7.39341805732224,0.1869141032643061,5.0
steel,ISO/profile,Ra,779.7626901302377,nm,507.33338143222807,212.78566272864072,590.7877117392042,0.41941979478648916,5.0
steel,ISO/profile,Rz,5077.418782581207,nm,2094.8756672506825,810.1071677702554,2249.2180806413776,0.3867089490964593,5.0
steel,ISO/step,step depth,1255.7267170058838,nm,0.0,0.0,0.0,,5.0
steel,Banach,L1 mean,779.7626901302377,nm,507.33338143222807,212.78566272864072,590.7877117392042,0.41941979478648916,5.0
steel,Banach,L2 RMS,961.116752960174,nm,589.1344178247259,244.58904865364545,679.0880669194001,0.4151667959864695,5.0
steel,Banach,L infinity,2542.5709063528443,nm,1222.7487854515248,405.6156597838397,1126.1696131984174,0.3317244430008229,5.0
steel,Banach,BV total variation,14704.833825997248,nm,2618.556551592,968.5472153440103,2689.1181751948357,0.3698782883857002,5.0
steel,Banach,BV density,36.85422011528132,nm/sample,33.14628546318987,12.260091333468486,34.03947057208653,0.36987828838570025,5.0
steel,Banach,W12 gradient,100.97370747962024,nm/sample,60.78043025521659,27.044010285883896,75.08620998316127,0.44494601588580884,5.0
