sample,input_folder,total_available_frames,processed_frames,valid_phase_frames,failed_phase_frames,frame_selection,per_sweep_frame_limit,downsample,wavelength_nm,fringe_order_to_height_scale_nm,frames_per_sweep,angle_step_deg,phase_retrieval_method,phase_refinement_method,phase_unwrapping_method,phase_tracking_method,sample_model,peak_spline_smoothing_factor,mean_detected_rings,median_ring_fit_r_squared,mean_corrected_missing_ring_orders,fraction_images_with_corrected_missing_orders,max_corrected_order_increment,median_ring_fit_residual_order_rmse,median_phase_tracking_continuity_error,median_sinusoidal_fit_r_squared,sinusoidal_refinement_used_fraction,eccentricity_cos_nm,eccentricity_sin_nm,eccentricity_amplitude_nm,linear_trend_slope_nm_per_sample,linear_trend_intercept_nm,roundness_RONt_nm,roundness_RONq_nm,profile_smoothed_mean_nm,profile_smoothed_Ra_nm,profile_smoothed_Rq_nm,profile_smoothed_Rp_nm,profile_smoothed_Rv_nm,profile_smoothed_Rz_nm,banach_l1_mean_nm,banach_l2_rms_nm,banach_linf_nm,banach_bv_total_variation_nm,banach_bv_total_variation_density_nm_per_sample,banach_w12_gradient_seminorm_nm_per_sample,banach_w12_norm_nm,profile_smoothed_mean_nm_sweep_mean,profile_smoothed_mean_nm_sweep_n,profile_smoothed_mean_nm_sweep_sd,profile_smoothed_mean_nm_standard_uncertainty,profile_smoothed_mean_nm_expanded_uncertainty_95,profile_smoothed_mean_nm_relative_standard_uncertainty,profile_smoothed_Ra_nm_sweep_mean,profile_smoothed_Ra_nm_sweep_n,profile_smoothed_Ra_nm_sweep_sd,profile_smoothed_Ra_nm_standard_uncertainty,profile_smoothed_Ra_nm_expanded_uncertainty_95,profile_smoothed_Ra_nm_relative_standard_uncertainty,profile_smoothed_Rq_nm_sweep_mean,profile_smoothed_Rq_nm_sweep_n,profile_smoothed_Rq_nm_sweep_sd,profile_smoothed_Rq_nm_standard_uncertainty,profile_smoothed_Rq_nm_expanded_uncertainty_95,profile_smoothed_Rq_nm_relative_standard_uncertainty,profile_smoothed_Rp_nm_sweep_mean,profile_smoothed_Rp_nm_sweep_n,profile_smoothed_Rp_nm_sweep_sd,profile_smoothed_Rp_nm_standard_uncertainty,profile_smoothed_Rp_nm_expanded_uncertainty_95,profile_smoothed_Rp_nm_relative_standard_uncertainty,profile_smoothed_Rv_nm_sweep_mean,profile_smoothed_Rv_nm_sweep_n,profile_smoothed_Rv_nm_sweep_sd,profile_smoothed_Rv_nm_standard_uncertainty,profile_smoothed_Rv_nm_expanded_uncertainty_95,profile_smoothed_Rv_nm_relative_standard_uncertainty,profile_smoothed_Rz_nm_sweep_mean,profile_smoothed_Rz_nm_sweep_n,profile_smoothed_Rz_nm_sweep_sd,profile_smoothed_Rz_nm_standard_uncertainty,profile_smoothed_Rz_nm_expanded_uncertainty_95,profile_smoothed_Rz_nm_relative_standard_uncertainty,banach_l1_mean_nm_sweep_mean,banach_l1_mean_nm_sweep_n,banach_l1_mean_nm_sweep_sd,banach_l1_mean_nm_standard_uncertainty,banach_l1_mean_nm_expanded_uncertainty_95,banach_l1_mean_nm_relative_standard_uncertainty,banach_l2_rms_nm_sweep_mean,banach_l2_rms_nm_sweep_n,banach_l2_rms_nm_sweep_sd,banach_l2_rms_nm_standard_uncertainty,banach_l2_rms_nm_expanded_uncertainty_95,banach_l2_rms_nm_relative_standard_uncertainty,banach_linf_nm_sweep_mean,banach_linf_nm_sweep_n,banach_linf_nm_sweep_sd,banach_linf_nm_standard_uncertainty,banach_linf_nm_expanded_uncertainty_95,banach_linf_nm_relative_standard_uncertainty,banach_bv_total_variation_nm_sweep_mean,banach_bv_total_variation_nm_sweep_n,banach_bv_total_variation_nm_sweep_sd,banach_bv_total_variation_nm_standard_uncertainty,banach_bv_total_variation_nm_expanded_uncertainty_95,banach_bv_total_variation_nm_relative_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_sweep_mean,banach_bv_total_variation_density_nm_per_sample_sweep_n,banach_bv_total_variation_density_nm_per_sample_sweep_sd,banach_bv_total_variation_density_nm_per_sample_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_expanded_uncertainty_95,banach_bv_total_variation_density_nm_per_sample_relative_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_sweep_mean,banach_w12_gradient_seminorm_nm_per_sample_sweep_n,banach_w12_gradient_seminorm_nm_per_sample_sweep_sd,banach_w12_gradient_seminorm_nm_per_sample_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_expanded_uncertainty_95,banach_w12_gradient_seminorm_nm_per_sample_relative_standard_uncertainty,banach_w12_norm_nm_sweep_mean,banach_w12_norm_nm_sweep_n,banach_w12_norm_nm_sweep_sd,banach_w12_norm_nm_standard_uncertainty,banach_w12_norm_nm_expanded_uncertainty_95,banach_w12_norm_nm_relative_standard_uncertainty,roundness_RONt_nm_sweep_mean,roundness_RONt_nm_sweep_n,roundness_RONt_nm_sweep_sd,roundness_RONt_nm_standard_uncertainty,roundness_RONt_nm_expanded_uncertainty_95,roundness_RONt_nm_relative_standard_uncertainty,roundness_RONq_nm_sweep_mean,roundness_RONq_nm_sweep_n,roundness_RONq_nm_sweep_sd,roundness_RONq_nm_standard_uncertainty,roundness_RONq_nm_expanded_uncertainty_95,roundness_RONq_nm_relative_standard_uncertainty,step_edge_sample,step_left_level_nm,step_right_level_nm,step_height_nm,step_depth_nm,step_depth_nm_sweep_mean,step_depth_nm_sweep_n,step_depth_nm_sweep_sd,step_depth_nm_standard_uncertainty,step_depth_nm_expanded_uncertainty_95,step_depth_nm_relative_standard_uncertainty
ceramic,ceramic,24000.0,400.0,400.0,0.0,first,80.0,1.0,532.0,266.0,4800.0,0.08333333333333333,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,ceramic-roundness,0.03,3.1025,0.9998509684251607,0.005,0.005,2.0,0.009991410083422943,0.023975915279541127,0.8586278463464976,0.9925,205.35080151633713,7959.843236827052,7962.4916518979635,-7.786392161628824e-07,0.0001553385236201089,1034.2044946230924,173.32115918942318,0.0,128.780659362914,172.04994856109224,535.7194719261927,508.8220243206166,1044.5414962468094,128.780659362914,172.04994856109224,535.7194719261927,4607.553517801479,11.547753177447316,30.362643078522225,174.70854270638347,9.658940314238861e-16,5.0,0.6551819394825957,0.29300627086264747,0.813515826528858,303352398223962.75,128.76293491354983,5.0,84.42988548374093,37.758192654833486,104.83354917762792,0.2932380555024159,148.56666523663495,5.0,97.01022735800252,43.38429257704069,120.45410676799382,0.2920190239710825,280.6061892302458,5.0,178.85122154337236,79.98469784597108,222.07312282517134,0.2850425290524909,275.1901492360139,5.0,168.57505941412816,75.38905843221129,209.31358226958386,0.2739526056492475,555.7963384662597,5.0,346.0632951398523,154.76421049005646,429.69433467491905,0.27845489395834083,128.76293491354983,5.0,84.42988548374093,37.758192654833486,104.83354917762792,0.2932380555024159,148.56666523663495,5.0,97.01022735800252,43.38429257704069,120.45410676799382,0.2920190239710825,292.13045818417305,5.0,173.257799759858,77.48324357901784,215.12797236981285,0.2652350736059459,691.4051872740557,5.0,347.37165330273973,155.34932604828307,431.31887590253245,0.22468637624887602,8.751964395874122,5.0,4.3971095354777185,1.9664471651681403,5.459732606361171,0.22468637624887608,14.24669415828745,5.0,5.954443446872753,2.662908063077127,7.39341805732224,0.1869141032643061,149.71251946824316,5.0,96.29599884922361,43.0648798776211,119.56727494215228,0.287650491960066,529.6538195120031,5.0,349.26208049737744,156.1947507910279,433.6661512913394,0.2948996968150594,150.02485788852806,5.0,97.03585830952093,43.39575508702532,120.48593179773393,0.2892570984421087,,,,,,,,,,,
steel,steel,100000.0,400.0,400.0,0.0,first,80.0,1.0,532.0,266.0,20000.0,0.02,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,step,0.03,3.39,0.994862345786472,0.15,0.14,3.0,0.07129928091851698,0.020199883687628817,0.27890599914874703,0.1975,,,,-7.098280480258793,1661.4709228092936,,,0.0,779.7626901302377,961.116752960174,2534.8478762283626,2542.5709063528443,5077.418782581207,779.7626901302377,961.116752960174,2542.5709063528443,14704.833825997248,36.85422011528132,100.97370747962024,966.4062822761906,-3.979039320256561e-14,5.0,649.3947563595738,290.41816389038416,806.3300895939892,7298700528339050.0,507.33338143222807,5.0,475.8032064985841,212.78566272864072,590.7877117392042,0.41941979478648916,589.1344178247259,5.0,546.9177393415547,244.58904865364545,679.0880669194001,0.4151667959864695,1019.1577726070005,5.0,914.6790848815683,409.0569222784974,1135.7240896074104,0.401367612820272,1075.717894643682,5.0,969.9540982741355,433.77665975909565,1204.3570837371922,0.403243881987088,2094.8756672506825,5.0,1811.4546961941178,810.1071677702554,2249.2180806413776,0.3867089490964593,507.33338143222807,5.0,475.8032064985841,212.78566272864072,590.7877117392042,0.41941979478648916,589.1344178247259,5.0,546.9177393415547,244.58904865364545,679.0880669194001,0.4151667959864695,1222.7487854515248,5.0,906.9841880150933,405.6156597838397,1126.1696131984174,0.3317244430008229,2618.556551592,5.0,2165.7374129273344,968.5472153440103,2689.1181751948357,0.3698782883857002,33.14628546318987,5.0,27.414397631991577,12.260091333468486,34.03947057208653,0.36987828838570025,60.78043025521659,5.0,60.47224538343992,27.044010285883896,75.08620998316127,0.44494601588580884,595.294287705046,5.0,546.1445079463668,244.24324906125005,678.1279733337145,0.41028992568171035,,,,,,,,,,,,,80.0,1077.753530921098,-177.97318608478568,-1255.7267170058838,1255.7267170058838,0.0,5.0,0.0,0.0,0.0,
