sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,81.14288206636058,nm,81.14320015579028,1.6194597159543695,4.496341001426527,0.0199580459341645,5.0
ceramic,ISO/profile,Rq,97.31522155201036,nm,97.20376926094087,2.264202927046664,6.286435133973239,0.0232933655172205,5.0
ceramic,ISO/profile,Rz,505.7349075993237,nm,438.44992699150345,15.532289657558794,43.124549592243504,0.0354254584192456,5.0
ceramic,ISO/roundness,RONt,524.4177092719807,nm,463.4838815927945,12.362886502451795,34.32487571584823,0.0266738218812828,5.0
ceramic,ISO/roundness,RONq,97.84177540373508,nm,97.73783860753964,2.2543246483967043,6.2590086355677785,0.0230650143333822,5.0
ceramic,Banach,L1 mean,81.14288206636058,nm,81.14320015579028,1.6194597159543695,4.496341001426527,0.0199580459341645,5.0
ceramic,Banach,L2 RMS,97.31522155201036,nm,97.20376926094087,2.264202927046664,6.286435133973239,0.0232933655172205,5.0
ceramic,Banach,L infinity,264.58684403071624,nm,234.52697691758857,11.321400933628473,31.43324820615456,0.0482733418663676,5.0
ceramic,Banach,BV total variation,64870.2523836247,nm,12957.310309703833,281.48426191393963,781.5256011811729,0.0217239732001427,5.0
ceramic,Banach,BV density,3.0033914710692486,nm/sample,3.0000718475813453,0.0651734804153599,0.1809505906879307,0.0217239732001427,5.0
ceramic,Banach,W12 gradient,3.978615729973593,nm/sample,3.972721058983751,0.0872727374620581,0.2423079647437439,0.0219680003117015,5.0
steel,ISO/profile,Ra,9257.550441431202,nm,9256.777684940984,40.20598339128967,111.6297057864102,0.0043434102837639,5.0
steel,ISO/profile,Rq,11500.220284988602,nm,11499.421224865631,29.74909804974673,82.59673766426869,0.0025870082909406,5.0
steel,ISO/profile,Rz,51937.03008362069,nm,48907.16823509538,477.0697129928273,1324.5578694770538,0.0097545969273781,5.0
steel,ISO/roundness,RONt,48440.4034542824,nm,48440.4034542824,61.90139285362545,171.8658191933744,0.0012778876400574,5.0
steel,ISO/roundness,RONq,11563.24231368052,nm,11563.24231368052,12.104795336407069,33.60829976118855,0.0010468340114334,5.0
steel,Banach,L1 mean,9257.550441431202,nm,9256.777684940984,40.20598339128967,111.6297057864102,0.0043434102837639,5.0
steel,Banach,L2 RMS,11500.220284988602,nm,11499.421224865631,29.74909804974673,82.59673766426869,0.0025870082909406,5.0
steel,Banach,L infinity,26264.320619966227,nm,25695.347757405867,196.10910069117904,544.4861526987663,0.0076320858757265,5.0
steel,Banach,BV total variation,805291.4221433954,nm,160915.20004666768,8177.168862655293,22703.46046309514,0.0508166342289839,5.0
steel,Banach,BV density,8.947781888058705,nm/sample,8.940230015371279,0.4543123986141059,1.2613734353628057,0.0508166342289839,5.0
steel,Banach,W12 gradient,17.992428788276225,nm/sample,17.01642898737186,2.922591376977441,8.11441452310231,0.171751157610468,5.0
