sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,46.56321876610209,nm,46.570090507457664,13.862610240459636,38.488776347389035,0.29767196261385187,5.0
ceramic,ISO/profile,Rz,375.69337762747693,nm,220.7811255013837,39.70385814074102,110.23558259232817,0.17983357069394132,5.0
ceramic,ISO/roundness,RONt,384.6543409100545,nm,223.49865847564274,40.99307707657896,113.81502819626375,0.1834153160299459,5.0
ceramic,Banach,L1 mean,46.56321876610209,nm,46.570090507457664,13.862610240459636,38.488776347389035,0.29767196261385187,5.0
ceramic,Banach,L2 RMS,63.16211975640252,nm,56.17826893024293,14.434780540293074,40.07737577570114,0.2569459831205706,5.0
ceramic,Banach,L infinity,221.9772152712811,nm,133.15044840491245,24.220641268201543,67.24728089384998,0.18190431619536285,5.0
ceramic,Banach,BV total variation,4429.0959074669345,nm,818.3123663405729,172.08108224121713,477.77367848576716,0.21028776946235078,5.0
ceramic,Banach,BV density,22.2567633541052,nm/sample,20.982368367706993,4.412335442082491,12.250607140660698,0.21028776946235087,5.0
ceramic,Banach,W12 gradient,25.707266294153584,nm/sample,24.795851658783057,2.568036945729058,7.130013607936548,0.10356720071840812,5.0
steel,ISO/profile,Ra,284.2454838499972,nm,206.911672880496,45.74921744003096,127.02019082800373,0.22110505803340488,5.0
steel,ISO/profile,Rz,1483.634305589193,nm,800.5096074270962,99.54337816547422,276.37672506238437,0.12435001059564399,5.0
steel,ISO/step,step depth,380.9300717500912,nm,0.0,0.0,0.0,,5.0
steel,Banach,L1 mean,284.2454838499972,nm,206.911672880496,45.74921744003096,127.02019082800373,0.22110505803340488,5.0
steel,Banach,L2 RMS,344.3829769475488,nm,239.4009879814313,46.59595931915656,129.371123173668,0.19463561830735088,5.0
steel,Banach,L infinity,742.5429585932496,nm,441.58425755791114,56.27373421549689,156.24093391381822,0.1274360062713896,5.0
steel,Banach,BV total variation,10105.814638262636,nm,1668.4983317069211,101.53252013800167,281.89946855555166,0.060852635096213144,5.0
steel,Banach,BV density,50.78298813197305,nm/sample,42.782008505305676,2.6033979522564525,7.2281915014244005,0.06085263509621312,5.0
steel,Banach,W12 gradient,69.89785251228693,nm/sample,50.2214979143474,1.65875788887385,4.605450221272035,0.033028841387862544,5.0
