"artefact","file","sequence_index","Ra","Rq","PV","step_height","L2_to_mean"
"spherical","00000.png",0,0.234625540584355,0.275674594112494,1.11494124442952,NA,0.196685658199262
"spherical","11999.png",11999,0.235518435236368,0.276500619356245,1.08819395294768,NA,0.108424627813019
"spherical","23999.png",23999,0.235804443313716,0.276759814996836,1.08907256562265,NA,0.188238439775054
