"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"spherical",3,0.235316139711479,0.000614935379423152,0.276311676155192,0.000566745747113381,0.00158688809191747,0.207213486851864,0.164449575262445,0.169189103536659
