sample,input_folder,total_available_frames,processed_frames,valid_phase_frames,failed_phase_frames,frame_selection,per_sweep_frame_limit,downsample,wavelength_nm,fringe_order_to_height_scale_nm,frames_per_sweep,angle_step_deg,phase_retrieval_method,phase_refinement_method,phase_unwrapping_method,phase_tracking_method,sample_model,peak_spline_smoothing_factor,mean_detected_rings,median_ring_fit_r_squared,mean_corrected_missing_ring_orders,fraction_images_with_corrected_missing_orders,max_corrected_order_increment,median_ring_fit_residual_order_rmse,median_phase_tracking_continuity_error,median_sinusoidal_fit_r_squared,sinusoidal_refinement_used_fraction,eccentricity_cos_nm,eccentricity_sin_nm,eccentricity_amplitude_nm,linear_trend_slope_nm_per_sample,linear_trend_intercept_nm,roundness_RONt_nm,roundness_RONq_nm,profile_smoothed_mean_nm,profile_smoothed_Ra_nm,profile_smoothed_Rq_nm,profile_smoothed_Rp_nm,profile_smoothed_Rv_nm,profile_smoothed_Rz_nm,banach_l1_mean_nm,banach_l2_rms_nm,banach_linf_nm,banach_bv_total_variation_nm,banach_bv_total_variation_density_nm_per_sample,banach_w12_gradient_seminorm_nm_per_sample,banach_w12_norm_nm,profile_smoothed_mean_nm_sweep_mean,profile_smoothed_mean_nm_sweep_n,profile_smoothed_mean_nm_sweep_sd,profile_smoothed_mean_nm_standard_uncertainty,profile_smoothed_mean_nm_expanded_uncertainty_95,profile_smoothed_mean_nm_relative_standard_uncertainty,profile_smoothed_Ra_nm_sweep_mean,profile_smoothed_Ra_nm_sweep_n,profile_smoothed_Ra_nm_sweep_sd,profile_smoothed_Ra_nm_standard_uncertainty,profile_smoothed_Ra_nm_expanded_uncertainty_95,profile_smoothed_Ra_nm_relative_standard_uncertainty,profile_smoothed_Rq_nm_sweep_mean,profile_smoothed_Rq_nm_sweep_n,profile_smoothed_Rq_nm_sweep_sd,profile_smoothed_Rq_nm_standard_uncertainty,profile_smoothed_Rq_nm_expanded_uncertainty_95,profile_smoothed_Rq_nm_relative_standard_uncertainty,profile_smoothed_Rp_nm_sweep_mean,profile_smoothed_Rp_nm_sweep_n,profile_smoothed_Rp_nm_sweep_sd,profile_smoothed_Rp_nm_standard_uncertainty,profile_smoothed_Rp_nm_expanded_uncertainty_95,profile_smoothed_Rp_nm_relative_standard_uncertainty,profile_smoothed_Rv_nm_sweep_mean,profile_smoothed_Rv_nm_sweep_n,profile_smoothed_Rv_nm_sweep_sd,profile_smoothed_Rv_nm_standard_uncertainty,profile_smoothed_Rv_nm_expanded_uncertainty_95,profile_smoothed_Rv_nm_relative_standard_uncertainty,profile_smoothed_Rz_nm_sweep_mean,profile_smoothed_Rz_nm_sweep_n,profile_smoothed_Rz_nm_sweep_sd,profile_smoothed_Rz_nm_standard_uncertainty,profile_smoothed_Rz_nm_expanded_uncertainty_95,profile_smoothed_Rz_nm_relative_standard_uncertainty,banach_l1_mean_nm_sweep_mean,banach_l1_mean_nm_sweep_n,banach_l1_mean_nm_sweep_sd,banach_l1_mean_nm_standard_uncertainty,banach_l1_mean_nm_expanded_uncertainty_95,banach_l1_mean_nm_relative_standard_uncertainty,banach_l2_rms_nm_sweep_mean,banach_l2_rms_nm_sweep_n,banach_l2_rms_nm_sweep_sd,banach_l2_rms_nm_standard_uncertainty,banach_l2_rms_nm_expanded_uncertainty_95,banach_l2_rms_nm_relative_standard_uncertainty,banach_linf_nm_sweep_mean,banach_linf_nm_sweep_n,banach_linf_nm_sweep_sd,banach_linf_nm_standard_uncertainty,banach_linf_nm_expanded_uncertainty_95,banach_linf_nm_relative_standard_uncertainty,banach_bv_total_variation_nm_sweep_mean,banach_bv_total_variation_nm_sweep_n,banach_bv_total_variation_nm_sweep_sd,banach_bv_total_variation_nm_standard_uncertainty,banach_bv_total_variation_nm_expanded_uncertainty_95,banach_bv_total_variation_nm_relative_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_sweep_mean,banach_bv_total_variation_density_nm_per_sample_sweep_n,banach_bv_total_variation_density_nm_per_sample_sweep_sd,banach_bv_total_variation_density_nm_per_sample_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_expanded_uncertainty_95,banach_bv_total_variation_density_nm_per_sample_relative_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_sweep_mean,banach_w12_gradient_seminorm_nm_per_sample_sweep_n,banach_w12_gradient_seminorm_nm_per_sample_sweep_sd,banach_w12_gradient_seminorm_nm_per_sample_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_expanded_uncertainty_95,banach_w12_gradient_seminorm_nm_per_sample_relative_standard_uncertainty,banach_w12_norm_nm_sweep_mean,banach_w12_norm_nm_sweep_n,banach_w12_norm_nm_sweep_sd,banach_w12_norm_nm_standard_uncertainty,banach_w12_norm_nm_expanded_uncertainty_95,banach_w12_norm_nm_relative_standard_uncertainty,roundness_RONt_nm_sweep_mean,roundness_RONt_nm_sweep_n,roundness_RONt_nm_sweep_sd,roundness_RONt_nm_standard_uncertainty,roundness_RONt_nm_expanded_uncertainty_95,roundness_RONt_nm_relative_standard_uncertainty,roundness_RONq_nm_sweep_mean,roundness_RONq_nm_sweep_n,roundness_RONq_nm_sweep_sd,roundness_RONq_nm_standard_uncertainty,roundness_RONq_nm_expanded_uncertainty_95,roundness_RONq_nm_relative_standard_uncertainty,step_edge_sample,step_left_level_nm,step_right_level_nm,step_height_nm,step_depth_nm,step_depth_nm_sweep_mean,step_depth_nm_sweep_n,step_depth_nm_sweep_sd,step_depth_nm_standard_uncertainty,step_depth_nm_expanded_uncertainty_95,step_depth_nm_relative_standard_uncertainty
ceramic,ceramic,24000.0,400.0,400.0,0.0,first,80.0,1.0,532.0,266.0,4800.0,0.08333333333333333,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,ceramic-roundness,0.03,3.0675,0.9998577212576245,0.0025,0.0025,2.0,0.009861944345712127,0.025699293322720917,0.9100233845091197,0.9675,-3059.624731305344,7808.180230604705,8386.237655231424,-7.788476589134833e-07,0.00015538010795161178,1038.3758738548659,173.39252396788854,0.0,129.41859718198984,172.24610655841374,533.8262844578094,511.28595268003147,1045.1122371378408,129.41859718198984,172.24610655841374,533.8262844578094,4858.1357348383735,12.175778784056074,31.47518780422521,175.09828289233354,-7.105427357601002e-16,5.0,0.5550608739473423,0.24823076915933986,0.6891991039919338,349353749839967.06,129.40951829638294,5.0,83.65493108149552,37.41162251025679,103.87131619611026,0.28909482859347346,149.58982812885452,5.0,95.46830672305055,42.69472470590824,118.53955942748647,0.28541195106616224,293.34541305127397,5.0,172.0709768733872,76.9524802487376,213.6543371194378,0.26232719798924226,274.89930757971877,5.0,170.56690549083083,76.27983907785597,211.78678583298898,0.277482834531096,568.2447206309928,5.0,340.219014602823,152.15056877798116,422.43770193668684,0.2677553583058888,129.40951829638294,5.0,83.65493108149552,37.41162251025679,103.87131619611026,0.28909482859347346,149.58982812885452,5.0,95.46830672305055,42.69472470590824,118.53955942748647,0.28541195106616224,301.5574893384388,5.0,170.06805296728933,76.05674544717876,211.16737861409442,0.25221308750790156,728.9152524286613,5.0,325.07050360264657,145.3759487071216,403.62834120137404,0.1994414964191595,9.226775347198245,5.0,4.114816501299323,1.8402018823686277,5.109219508878152,0.19944149641915948,14.444221954841463,5.0,6.4049993238091165,2.8644027767754743,7.952857068893248,0.1983078621839769,150.55810674335788,5.0,95.14584860413099,42.55051705114807,118.13917479029553,0.28261857147074715,540.3920912806591,5.0,336.69789105560704,150.57587445623116,418.0656495948813,0.27864189148176816,150.93991558955446,5.0,95.4077384818245,42.667637764976426,118.46435402292154,0.28267961856425716,,,,,,,,,,,
steel,steel,100000.0,400.0,398.0,2.0,first,80.0,1.0,532.0,266.0,20000.0,0.02,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,step,0.03,3.2437185929648242,0.9975168555310246,0.11055276381909548,0.1075,3.0,0.04557293758312937,0.042438586445162185,0.49274466743849094,0.271356783919598,,,,-11.547284794454313,2488.932265350816,,,2.2737367544323207e-14,919.4823382766785,1129.954639956607,2802.9971420143374,3007.266652358354,5810.263794372691,919.4823382766785,1129.954639956607,3007.266652358354,29755.727271678807,74.57575757312983,188.12840335667042,1145.50852659812,-2.842170943040401e-14,5.0,387.3994881800103,173.25031800382584,481.0199973956843,6095703653155078.0,827.5309887926229,5.0,492.711340969878,220.34721033874487,611.781933588998,0.26627064523617894,955.8685185185507,5.0,551.192086425991,246.50059478169098,684.395369809972,0.25788127760890067,1880.674664695538,5.0,854.1091013268846,381.96920215363394,1060.5165216557655,0.20310222141237322,1568.7522085819405,5.0,964.4663097420041,431.32244611829776,1197.5430942870892,0.2749461921128945,3449.4268732774785,5.0,1767.4547640705266,790.42979992351,2194.5849490001046,0.22914815387069848,827.5309887926229,5.0,492.711340969878,220.34721033874487,611.781933588998,0.26627064523617894,955.8685185185507,5.0,551.192086425991,246.50059478169098,684.395369809972,0.25788127760890067,1921.1215354220985,5.0,830.5614727941326,371.4383825320045,1031.2782790635713,0.19334455196266073,4790.239617721059,5.0,2014.8421578249722,901.0648057657995,2501.7569694344593,0.18810432831635218,60.63594452811468,5.0,25.50433111170851,11.405883617288602,31.667809739676702,0.18810432831635218,127.24636516955074,5.0,40.941666998265575,18.309670104056316,50.83579393819363,0.1438914980373656,966.0903583310044,5.0,548.7905231868643,245.42658305070063,681.4134351965388,0.25404102311371163,,,,,,,,,,,,,80.0,155.4358484431482,-313.42401196485076,-468.85986040799895,468.85986040799895,0.0,5.0,0.0,0.0,0.0,
