sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,42.955291195844566,nm,42.957975240115374,6.618161171945243,18.374961191257498,0.15406129211055125,5.0
ceramic,ISO/profile,Rz,236.6520104433427,nm,187.04412630039303,20.31320560494504,56.398500272726146,0.10860114138159042,5.0
ceramic,ISO/roundness,RONt,244.25936362764048,nm,190.22974825260968,19.412238140472432,53.897013566048706,0.10204627992617933,5.0
ceramic,Banach,L1 mean,42.955291195844566,nm,42.957975240115374,6.618161171945243,18.374961191257498,0.15406129211055125,5.0
ceramic,Banach,L2 RMS,55.081223549177125,nm,52.69268330956844,8.021845465835426,22.272213578271923,0.15223831776998806,5.0
ceramic,Banach,L infinity,124.8549342431085,nm,105.02834514700575,7.893201537659416,21.915040773574223,0.07515306012497373,5.0
ceramic,Banach,BV total variation,4638.315877531382,nm,880.8397174820909,119.00411849095393,330.4084022825879,0.13510303421731604,5.0
ceramic,Banach,BV density,23.308119987594885,nm/sample,22.585633781592076,3.051387653614203,8.47201031493815,0.135103034217316,5.0
ceramic,Banach,W12 gradient,26.08506919904611,nm/sample,24.452549106759953,3.851918913487973,10.694641412972507,0.15752627248269602,5.0
steel,ISO/profile,Ra,412.91601263755297,nm,249.23538102260127,55.73794369968433,154.75334095877903,0.22363575938132907,5.0
steel,ISO/profile,Rz,2693.700886076812,nm,988.8821506027983,169.82951071054694,471.5223137304352,0.17173887768833024,5.0
steel,ISO/step,step depth,77.22237820334072,nm,0.0,0.0,0.0,,5.0
steel,Banach,L1 mean,412.91601263755297,nm,249.23538102260127,55.73794369968433,154.75334095877903,0.22363575938132907,5.0
steel,Banach,L2 RMS,527.4738259508156,nm,287.3147323531247,58.42613962549181,162.2169693787999,0.20335239737613958,5.0
steel,Banach,L infinity,1386.8269133852307,nm,579.0800677395853,88.55083297313645,245.85652676945253,0.15291638912523947,5.0
steel,Banach,BV total variation,11079.22328871716,nm,1564.1847869050282,138.91997545759278,385.7036858734318,0.08881302044400174,5.0
steel,Banach,BV density,55.67448888802593,nm/sample,40.107302228334056,3.5620506527587894,9.889838099318764,0.08881302044400174,5.0
steel,Banach,W12 gradient,110.10920929135158,nm/sample,54.265704018530286,3.5738285411452857,9.922538759879018,0.06585795956733408,5.0
