sample,input_folder,total_available_frames,processed_frames,valid_phase_frames,failed_phase_frames,frame_selection,per_sweep_frame_limit,downsample,wavelength_nm,fringe_order_to_height_scale_nm,frames_per_sweep,angle_step_deg,phase_retrieval_method,phase_refinement_method,phase_unwrapping_method,phase_tracking_method,sample_model,peak_spline_smoothing_factor,mean_detected_rings,median_ring_fit_r_squared,mean_corrected_missing_ring_orders,fraction_images_with_corrected_missing_orders,max_corrected_order_increment,median_ring_fit_residual_order_rmse,median_phase_tracking_continuity_error,median_sinusoidal_fit_r_squared,sinusoidal_refinement_used_fraction,eccentricity_cos_nm,eccentricity_sin_nm,eccentricity_amplitude_nm,linear_trend_slope_nm_per_sample,linear_trend_intercept_nm,roundness_RONt_nm,roundness_RONq_nm,profile_smoothed_mean_nm,profile_smoothed_Ra_nm,profile_smoothed_Rq_nm,profile_smoothed_Rp_nm,profile_smoothed_Rv_nm,profile_smoothed_Rz_nm,banach_l1_mean_nm,banach_l2_rms_nm,banach_linf_nm,banach_bv_total_variation_nm,banach_bv_total_variation_density_nm_per_sample,banach_w12_gradient_seminorm_nm_per_sample,banach_w12_norm_nm,profile_smoothed_mean_nm_sweep_mean,profile_smoothed_mean_nm_sweep_n,profile_smoothed_mean_nm_sweep_sd,profile_smoothed_mean_nm_standard_uncertainty,profile_smoothed_mean_nm_expanded_uncertainty_95,profile_smoothed_mean_nm_relative_standard_uncertainty,profile_smoothed_Ra_nm_sweep_mean,profile_smoothed_Ra_nm_sweep_n,profile_smoothed_Ra_nm_sweep_sd,profile_smoothed_Ra_nm_standard_uncertainty,profile_smoothed_Ra_nm_expanded_uncertainty_95,profile_smoothed_Ra_nm_relative_standard_uncertainty,profile_smoothed_Rq_nm_sweep_mean,profile_smoothed_Rq_nm_sweep_n,profile_smoothed_Rq_nm_sweep_sd,profile_smoothed_Rq_nm_standard_uncertainty,profile_smoothed_Rq_nm_expanded_uncertainty_95,profile_smoothed_Rq_nm_relative_standard_uncertainty,profile_smoothed_Rp_nm_sweep_mean,profile_smoothed_Rp_nm_sweep_n,profile_smoothed_Rp_nm_sweep_sd,profile_smoothed_Rp_nm_standard_uncertainty,profile_smoothed_Rp_nm_expanded_uncertainty_95,profile_smoothed_Rp_nm_relative_standard_uncertainty,profile_smoothed_Rv_nm_sweep_mean,profile_smoothed_Rv_nm_sweep_n,profile_smoothed_Rv_nm_sweep_sd,profile_smoothed_Rv_nm_standard_uncertainty,profile_smoothed_Rv_nm_expanded_uncertainty_95,profile_smoothed_Rv_nm_relative_standard_uncertainty,profile_smoothed_Rz_nm_sweep_mean,profile_smoothed_Rz_nm_sweep_n,profile_smoothed_Rz_nm_sweep_sd,profile_smoothed_Rz_nm_standard_uncertainty,profile_smoothed_Rz_nm_expanded_uncertainty_95,profile_smoothed_Rz_nm_relative_standard_uncertainty,banach_l1_mean_nm_sweep_mean,banach_l1_mean_nm_sweep_n,banach_l1_mean_nm_sweep_sd,banach_l1_mean_nm_standard_uncertainty,banach_l1_mean_nm_expanded_uncertainty_95,banach_l1_mean_nm_relative_standard_uncertainty,banach_l2_rms_nm_sweep_mean,banach_l2_rms_nm_sweep_n,banach_l2_rms_nm_sweep_sd,banach_l2_rms_nm_standard_uncertainty,banach_l2_rms_nm_expanded_uncertainty_95,banach_l2_rms_nm_relative_standard_uncertainty,banach_linf_nm_sweep_mean,banach_linf_nm_sweep_n,banach_linf_nm_sweep_sd,banach_linf_nm_standard_uncertainty,banach_linf_nm_expanded_uncertainty_95,banach_linf_nm_relative_standard_uncertainty,banach_bv_total_variation_nm_sweep_mean,banach_bv_total_variation_nm_sweep_n,banach_bv_total_variation_nm_sweep_sd,banach_bv_total_variation_nm_standard_uncertainty,banach_bv_total_variation_nm_expanded_uncertainty_95,banach_bv_total_variation_nm_relative_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_sweep_mean,banach_bv_total_variation_density_nm_per_sample_sweep_n,banach_bv_total_variation_density_nm_per_sample_sweep_sd,banach_bv_total_variation_density_nm_per_sample_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_expanded_uncertainty_95,banach_bv_total_variation_density_nm_per_sample_relative_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_sweep_mean,banach_w12_gradient_seminorm_nm_per_sample_sweep_n,banach_w12_gradient_seminorm_nm_per_sample_sweep_sd,banach_w12_gradient_seminorm_nm_per_sample_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_expanded_uncertainty_95,banach_w12_gradient_seminorm_nm_per_sample_relative_standard_uncertainty,banach_w12_norm_nm_sweep_mean,banach_w12_norm_nm_sweep_n,banach_w12_norm_nm_sweep_sd,banach_w12_norm_nm_standard_uncertainty,banach_w12_norm_nm_expanded_uncertainty_95,banach_w12_norm_nm_relative_standard_uncertainty,roundness_RONt_nm_sweep_mean,roundness_RONt_nm_sweep_n,roundness_RONt_nm_sweep_sd,roundness_RONt_nm_standard_uncertainty,roundness_RONt_nm_expanded_uncertainty_95,roundness_RONt_nm_relative_standard_uncertainty,roundness_RONq_nm_sweep_mean,roundness_RONq_nm_sweep_n,roundness_RONq_nm_sweep_sd,roundness_RONq_nm_standard_uncertainty,roundness_RONq_nm_expanded_uncertainty_95,roundness_RONq_nm_relative_standard_uncertainty,step_edge_sample,step_left_level_nm,step_right_level_nm,step_height_nm,step_depth_nm,step_depth_nm_sweep_mean,step_depth_nm_sweep_n,step_depth_nm_sweep_sd,step_depth_nm_standard_uncertainty,step_depth_nm_expanded_uncertainty_95,step_depth_nm_relative_standard_uncertainty
ceramic,ceramic,24000.0,400.0,388.0,12.0,first,80.0,1.0,532.0,266.0,4800.0,0.08333333333333333,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,ceramic-roundness,0.03,3.002577319587629,0.9998514276300817,0.0,0.0,1.0,0.009953034911757228,0.028374689271290165,0.9232425686115147,1.0,-712.2965673032477,7902.856338800634,7934.891600489155,-8.782580540760988e-07,0.00017521248178965928,1044.5859070127926,172.90803235875816,-2.2737367544323206e-15,128.53906314338167,171.63024288480204,536.8148681190966,515.9249785230572,1052.7398466421537,128.53906314338167,171.63024288480204,536.8148681190966,4582.64413187027,11.485323638772607,30.43927103151553,174.30860418701712,1.3322676295501878e-15,5.0,0.6647015200795101,0.2972635567290452,0.8253359470340457,223126007219292.72,128.51590970127407,5.0,83.71367947970619,37.43789559265045,103.94426196712058,0.2913094237100459,148.20234664915523,5.0,96.7771361033375,43.28005099896235,120.16468574878012,0.2920335067394093,284.2159169569762,5.0,176.82063110886634,79.07659019676782,219.55181178754827,0.2782271698341871,276.75031079922803,5.0,172.81464140059407,77.28505713579555,214.57771858961178,0.27925915209491114,560.966227756204,5.0,347.50754562555693,155.41009894257098,431.4876085074068,0.27704002710500464,128.51590970127407,5.0,83.71367947970619,37.43789559265045,103.94426196712058,0.2913094237100459,148.20234664915523,5.0,96.7771361033375,43.28005099896235,120.16468574878012,0.2920335067394093,297.8041983130272,5.0,170.4843426046858,76.2429158326882,211.68427046967489,0.2560169274462274,686.7142233829929,5.0,359.9230067360391,160.9624619455796,446.90343958939144,0.2343951187622452,8.692585106113835,5.0,4.55598742703847,2.0374995182984765,5.657005564422678,0.23439511876224522,14.3096065488807,5.0,5.958892178897904,2.6648975965215103,7.398941887715526,0.18623136753749242,149.3565037209509,5.0,96.06243518439348,42.96042703129427,119.27726734824418,0.28763680161902466,534.1231195092347,5.0,352.37566620345854,157.5871886495417,437.5321785679022,0.295039070382006,149.68098737214345,5.0,96.77803000602458,43.28045076439707,120.16579567556457,0.28915129118430594,,,,,,,,,,,
steel,steel,100000.0,400.0,378.0,22.0,first,80.0,1.0,532.0,266.0,20000.0,0.02,per-image radial excess-fraction fringe analysis with spline-smoothed maxima detection,continuity-aware peak-subset EFM with optional full radial-profile sinusoidal least-squares refinement,tracked continuous epsilon sequence within each sweep; raw unwrap retained as diagnostics,continuity-aware EFM peak-subset selection within each sweep,step,0.03,3.134920634920635,0.9972078966701658,0.06878306878306878,0.065,2.0,0.046267497831202806,0.06522480120712348,0.5310233112003373,0.25925925925925924,,,,1.0612757836193656,-1251.9646961931044,,,2.9103830456733704e-13,2756.3559250051026,4110.470887899995,4348.76682484396,15467.983183531287,19816.750008375246,2756.3559250051026,4110.470887899995,15467.983183531287,46792.46118546955,117.27433881070061,507.50283666249027,4141.682031432863,2.6147972675971685e-13,5.0,3837.561418204269,1716.209639787049,4764.96185388003,6563452016163899.0,1211.1826955014042,5.0,1699.2017750729055,759.9061353102649,2109.837669791961,0.6274083489903889,1452.5979662976665,5.0,1937.920263384593,866.6642887804493,2406.24582243421,0.5966305260562731,2539.797648857606,5.0,3536.994137934972,1581.791865688173,4391.758282931622,0.6228023190743792,3229.9318229071628,5.0,3493.3672758667485,1562.281339842262,4337.588378946907,0.48368864282593443,5769.729471764769,5.0,6839.35976067919,3058.654669491072,8492.186785598878,0.5301209847808568,1211.1826955014042,5.0,1699.2017750729055,759.9061353102649,2109.837669791961,0.6274083489903889,1452.5979662976665,5.0,1937.920263384593,866.6642887804493,2406.24582243421,0.5966305260562731,3390.0678065101456,5.0,3336.9810533807613,1492.3432949976473,4143.409236670972,0.44021045600675396,7385.566579771867,5.0,8364.932049069621,3740.9113377772555,10386.43497275061,0.5065165004433294,93.48818455407427,5.0,105.88521581100787,47.353308073129824,131.4738604145647,0.5065165004433294,233.3207069381136,5.0,260.80172248204104,116.63407602377579,323.82810947548023,0.4998873762829461,1492.5115637921926,5.0,1935.113247485069,865.4089531073976,2402.7604518493854,0.5798340020284702,,,,,,,,,,,,,160.0,1276.2550201413342,1025.3975572686682,-250.85746287266602,250.85746287266602,0.0,5.0,0.0,0.0,0.0,
