sample,input_folder,total_available_frames,processed_frames,valid_phase_frames,failed_phase_frames,frame_selection,per_sweep_frame_limit,downsample,wavelength_nm,fringe_order_to_height_scale_nm,frames_per_sweep,angle_step_deg,phase_retrieval_method,phase_refinement_method,phase_unwrapping_method,sample_model,mean_detected_rings,median_ring_fit_r_squared,median_sinusoidal_fit_r_squared,sinusoidal_refinement_used_fraction,eccentricity_cos_nm,eccentricity_sin_nm,eccentricity_amplitude_nm,linear_trend_slope_nm_per_sample,linear_trend_intercept_nm,roundness_RONt_nm,roundness_RONq_nm,profile_smoothed_mean_nm,profile_smoothed_Ra_nm,profile_smoothed_Rq_nm,profile_smoothed_Rp_nm,profile_smoothed_Rv_nm,profile_smoothed_Rz_nm,banach_l1_mean_nm,banach_l2_rms_nm,banach_linf_nm,banach_bv_total_variation_nm,banach_bv_total_variation_density_nm_per_sample,banach_w12_gradient_seminorm_nm_per_sample,banach_w12_norm_nm,profile_smoothed_mean_nm_sweep_mean,profile_smoothed_mean_nm_sweep_n,profile_smoothed_mean_nm_sweep_sd,profile_smoothed_mean_nm_standard_uncertainty,profile_smoothed_mean_nm_expanded_uncertainty_95,profile_smoothed_mean_nm_relative_standard_uncertainty,profile_smoothed_Ra_nm_sweep_mean,profile_smoothed_Ra_nm_sweep_n,profile_smoothed_Ra_nm_sweep_sd,profile_smoothed_Ra_nm_standard_uncertainty,profile_smoothed_Ra_nm_expanded_uncertainty_95,profile_smoothed_Ra_nm_relative_standard_uncertainty,profile_smoothed_Rq_nm_sweep_mean,profile_smoothed_Rq_nm_sweep_n,profile_smoothed_Rq_nm_sweep_sd,profile_smoothed_Rq_nm_standard_uncertainty,profile_smoothed_Rq_nm_expanded_uncertainty_95,profile_smoothed_Rq_nm_relative_standard_uncertainty,profile_smoothed_Rp_nm_sweep_mean,profile_smoothed_Rp_nm_sweep_n,profile_smoothed_Rp_nm_sweep_sd,profile_smoothed_Rp_nm_standard_uncertainty,profile_smoothed_Rp_nm_expanded_uncertainty_95,profile_smoothed_Rp_nm_relative_standard_uncertainty,profile_smoothed_Rv_nm_sweep_mean,profile_smoothed_Rv_nm_sweep_n,profile_smoothed_Rv_nm_sweep_sd,profile_smoothed_Rv_nm_standard_uncertainty,profile_smoothed_Rv_nm_expanded_uncertainty_95,profile_smoothed_Rv_nm_relative_standard_uncertainty,profile_smoothed_Rz_nm_sweep_mean,profile_smoothed_Rz_nm_sweep_n,profile_smoothed_Rz_nm_sweep_sd,profile_smoothed_Rz_nm_standard_uncertainty,profile_smoothed_Rz_nm_expanded_uncertainty_95,profile_smoothed_Rz_nm_relative_standard_uncertainty,banach_l1_mean_nm_sweep_mean,banach_l1_mean_nm_sweep_n,banach_l1_mean_nm_sweep_sd,banach_l1_mean_nm_standard_uncertainty,banach_l1_mean_nm_expanded_uncertainty_95,banach_l1_mean_nm_relative_standard_uncertainty,banach_l2_rms_nm_sweep_mean,banach_l2_rms_nm_sweep_n,banach_l2_rms_nm_sweep_sd,banach_l2_rms_nm_standard_uncertainty,banach_l2_rms_nm_expanded_uncertainty_95,banach_l2_rms_nm_relative_standard_uncertainty,banach_linf_nm_sweep_mean,banach_linf_nm_sweep_n,banach_linf_nm_sweep_sd,banach_linf_nm_standard_uncertainty,banach_linf_nm_expanded_uncertainty_95,banach_linf_nm_relative_standard_uncertainty,banach_bv_total_variation_nm_sweep_mean,banach_bv_total_variation_nm_sweep_n,banach_bv_total_variation_nm_sweep_sd,banach_bv_total_variation_nm_standard_uncertainty,banach_bv_total_variation_nm_expanded_uncertainty_95,banach_bv_total_variation_nm_relative_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_sweep_mean,banach_bv_total_variation_density_nm_per_sample_sweep_n,banach_bv_total_variation_density_nm_per_sample_sweep_sd,banach_bv_total_variation_density_nm_per_sample_standard_uncertainty,banach_bv_total_variation_density_nm_per_sample_expanded_uncertainty_95,banach_bv_total_variation_density_nm_per_sample_relative_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_sweep_mean,banach_w12_gradient_seminorm_nm_per_sample_sweep_n,banach_w12_gradient_seminorm_nm_per_sample_sweep_sd,banach_w12_gradient_seminorm_nm_per_sample_standard_uncertainty,banach_w12_gradient_seminorm_nm_per_sample_expanded_uncertainty_95,banach_w12_gradient_seminorm_nm_per_sample_relative_standard_uncertainty,banach_w12_norm_nm_sweep_mean,banach_w12_norm_nm_sweep_n,banach_w12_norm_nm_sweep_sd,banach_w12_norm_nm_standard_uncertainty,banach_w12_norm_nm_expanded_uncertainty_95,banach_w12_norm_nm_relative_standard_uncertainty,roundness_RONt_nm_sweep_mean,roundness_RONt_nm_sweep_n,roundness_RONt_nm_sweep_sd,roundness_RONt_nm_standard_uncertainty,roundness_RONt_nm_expanded_uncertainty_95,roundness_RONt_nm_relative_standard_uncertainty,roundness_RONq_nm_sweep_mean,roundness_RONq_nm_sweep_n,roundness_RONq_nm_sweep_sd,roundness_RONq_nm_standard_uncertainty,roundness_RONq_nm_expanded_uncertainty_95,roundness_RONq_nm_relative_standard_uncertainty,step_edge_sample,step_left_level_nm,step_right_level_nm,step_height_nm,step_depth_nm,step_depth_nm_sweep_mean,step_depth_nm_sweep_n,step_depth_nm_sweep_sd,step_depth_nm_standard_uncertainty,step_depth_nm_expanded_uncertainty_95,step_depth_nm_relative_standard_uncertainty
ceramic,ceramic,24000.0,1000.0,1000.0,0.0,first,200.0,1.0,532.0,266.0,4800.0,0.08333333333333333,per-image radial excess-fraction fringe analysis,full radial-profile sinusoidal least-squares fit initialised by ring diameters,independent sequence unwrap of per-image epsilon values within each sweep,ceramic-roundness,9.331,0.9671721682426355,0.06398166031900338,0.0,234.1987564547297,-1351.5817571023463,1371.7223857824904,-2.6893442822916575e-05,0.013433274690026059,1611.9657608869784,322.5527159813324,-3.637978807091713e-15,259.8441444977755,320.5965600682956,719.494911605608,784.6693278804044,1504.1642394860123,259.8441444977755,320.5965600682956,784.6693278804044,40568.66318669638,40.609272459155534,46.84068364851033,324.0003147718905,-5.4456439357863925e-15,5.0,0.37456021695058417,0.16750842135371502,0.4650779365469325,30760076003670.176,259.8284221615228,5.0,91.69064091745206,41.0053011983893,113.84896779942939,0.15781684258121031,309.5183551922886,5.0,93.41058485524859,41.774483510869636,115.98456026592015,0.13496609428838943,553.2359345781986,5.0,147.3629059219461,65.90269500067555,182.97521495396907,0.1191222241391848,722.9430864021094,5.0,35.973619270411945,16.0878916170675,44.667147933159754,0.02225333075267729,1276.179020980308,5.0,174.6218951106407,78.09328556544615,216.82172045699687,0.061193049158148764,259.8284221615228,5.0,91.69064091745206,41.0053011983893,113.84896779942939,0.15781684258121031,309.5183551922886,5.0,93.41058485524859,41.774483510869636,115.98456026592015,0.13496609428838943,723.5922135037074,5.0,35.855746356800964,16.035177247559474,44.52078937996561,0.022160516584217384,7925.956855002233,5.0,598.9297663951162,267.84953428150976,743.6695283854077,0.033793968246554916,39.82892891960922,5.0,3.009697318568421,1.3459775592035659,3.737032805956821,0.033793968246554895,43.86022620064999,5.0,2.6117587078874016,1.168014002332649,3.2429267595789737,0.02663036886743962,312.8158751517253,5.0,92.58406189519307,41.404851206139945,114.95829646273043,0.1323617325561157,1344.0805475923098,5.0,200.3039822421792,89.57866409148468,248.71024344696048,0.06664679750923375,311.81530099706373,5.0,92.27318577899962,41.26582318046201,114.5722927813516,0.13234059729753478,,,,,,,,,,,
steel,steel,100000.0,1000.0,1000.0,0.0,first,200.0,1.0,532.0,266.0,20000.0,0.02,per-image radial excess-fraction fringe analysis,full radial-profile sinusoidal least-squares fit initialised by ring diameters,independent sequence unwrap of per-image epsilon values within each sweep,step,10.669,0.9374636610211364,0.09213671452331207,0.0,,,,0.9303437218516721,-605.4780152824742,,,2.9103830456733704e-14,504.53265828997417,604.7375138202551,1386.51525205158,1665.9936917017342,3052.5089437533143,504.53265828997417,604.7375138202551,1665.9936917017342,28664.175818292937,28.692868686979917,63.77255905347314,608.0907826219141,2.2737367544323207e-14,5.0,302.4123553588141,135.24291676362623,375.4945342610434,5948046382237950.0,433.7328934653131,5.0,219.35254406450346,98.09743991314954,272.3621568792992,0.226170164613062,497.8083262609095,5.0,236.46285328747337,105.74940282087,293.6074118395948,0.21242995997106928,817.4850309892774,5.0,338.4752349913587,151.3707268281787,420.2725135723299,0.18516635912586413,918.9058210458654,5.0,553.2845376758737,247.4363674285594,686.9934911949478,0.26927282618248766,1736.3908520351433,5.0,809.0881657481148,361.8352276806803,1004.6156467821559,0.20838351414751466,433.7328934653131,5.0,219.35254406450346,98.09743991314954,272.3621568792992,0.226170164613062,497.8083262609095,5.0,236.46285328747337,105.74940282087,293.6074118395948,0.21242995997106928,1037.4375680488401,5.0,457.6953599411055,204.6875875629092,568.303850583785,0.1973011136929186,5008.766382427888,5.0,666.2186268663831,297.94202750996004,827.2196839127364,0.05948411340469413,25.169680313707982,5.0,3.34783229581097,1.4971961181405025,4.156882833732343,0.05948411340469411,33.11989984902102,5.0,4.57938855558768,2.047964821135725,5.686061903259569,0.06183487360986873,499.05436091463145,5.0,236.12317691276922,105.59749492803218,293.1856479140843,0.21159517519193816,,,,,,,,,,,,,199.0,-236.1853620356543,113.0483569711397,349.233719006794,349.233719006794,69.8467438013588,5.0,156.18206714685033,69.84674380135878,193.92564994128728,0.9999999999999998
