sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,259.8441444977755,nm,259.8284221615228,41.0053011983893,113.84896779942939,0.15781684258121031,5.0
ceramic,ISO/profile,Rz,1504.1642394860123,nm,1276.179020980308,78.09328556544615,216.82172045699687,0.061193049158148764,5.0
ceramic,ISO/roundness,RONt,1611.9657608869784,nm,1344.0805475923098,89.57866409148468,248.71024344696048,0.06664679750923375,5.0
ceramic,Banach,L1 mean,259.8441444977755,nm,259.8284221615228,41.0053011983893,113.84896779942939,0.15781684258121031,5.0
ceramic,Banach,L2 RMS,320.5965600682956,nm,309.5183551922886,41.774483510869636,115.98456026592015,0.13496609428838943,5.0
ceramic,Banach,L infinity,784.6693278804044,nm,723.5922135037074,16.035177247559474,44.52078937996561,0.022160516584217384,5.0
ceramic,Banach,BV total variation,40568.66318669638,nm,7925.956855002233,267.84953428150976,743.6695283854077,0.033793968246554916,5.0
ceramic,Banach,BV density,40.609272459155534,nm/sample,39.82892891960922,1.3459775592035659,3.737032805956821,0.033793968246554895,5.0
ceramic,Banach,W12 gradient,46.84068364851033,nm/sample,43.86022620064999,1.168014002332649,3.2429267595789737,0.02663036886743962,5.0
steel,ISO/profile,Ra,504.53265828997417,nm,433.7328934653131,98.09743991314954,272.3621568792992,0.226170164613062,5.0
steel,ISO/profile,Rz,3052.5089437533143,nm,1736.3908520351433,361.8352276806803,1004.6156467821559,0.20838351414751466,5.0
steel,ISO/step,step depth,349.233719006794,nm,69.8467438013588,69.84674380135878,193.92564994128728,0.9999999999999998,5.0
steel,Banach,L1 mean,504.53265828997417,nm,433.7328934653131,98.09743991314954,272.3621568792992,0.226170164613062,5.0
steel,Banach,L2 RMS,604.7375138202551,nm,497.8083262609095,105.74940282087,293.6074118395948,0.21242995997106928,5.0
steel,Banach,L infinity,1665.9936917017342,nm,1037.4375680488401,204.6875875629092,568.303850583785,0.1973011136929186,5.0
steel,Banach,BV total variation,28664.175818292937,nm,5008.766382427888,297.94202750996004,827.2196839127364,0.05948411340469413,5.0
steel,Banach,BV density,28.692868686979917,nm/sample,25.169680313707982,1.4971961181405025,4.156882833732343,0.05948411340469411,5.0
steel,Banach,W12 gradient,63.77255905347314,nm/sample,33.11989984902102,2.047964821135725,5.686061903259569,0.06183487360986873,5.0
