"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"spherical",100,0.235568575007542,0.00118320533605218,0.276585827672095,0.00109936991661245,0.00307823576651485,0.242793246899099,0.241300145741684,0.241576230478929
"step",100,0.180277356162793,0.0125625351524778,0.217795656708416,0.0138292058966451,0.0387217765106064,0.214981571389173,0.213440423232332,0.213903962741667
