"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"step",100,0.180289138552701,0.0125646257756908,0.217801125155181,0.013829488385499,0.0387225674793973,0.214986422477546,0.213445170757022,0.213908789513655
