sample,family,descriptor,value,unit,sweep_mean,standard_uncertainty,expanded_uncertainty_95,relative_standard_uncertainty,repeat_count
ceramic,ISO/profile,Ra,128.17225922708127,nm,128.14926130128563,37.4108994304334,103.86930860467393,0.2919322284853318,5.0
ceramic,ISO/profile,Rz,1045.4583293721673,nm,555.8866103887277,154.5186336653341,429.01250410196866,0.27796789988749737,5.0
ceramic,ISO/roundness,RONt,1035.1775565414387,nm,530.3324518567881,156.56275565907066,434.6878966059057,0.2952162461695803,5.0
ceramic,Banach,L1 mean,128.17225922708127,nm,128.14926130128563,37.4108994304334,103.86930860467393,0.2919322284853318,5.0
ceramic,Banach,L2 RMS,171.24181540095762,nm,147.94077459720341,43.11811830151667,119.71508850358558,0.2914552693056654,5.0
ceramic,Banach,L infinity,537.8466598675484,nm,294.0842205891423,77.92914182794848,216.3659843804726,0.26498919823658723,5.0
ceramic,Banach,BV total variation,4545.441821575907,nm,681.0773328217798,156.93520838284502,435.7219911477466,0.2304220105705836,5.0
ceramic,Banach,BV density,11.392084765854403,nm/sample,8.621232061035187,1.9865216250993039,5.515468242376539,0.2304220105705836,5.0
ceramic,Banach,W12 gradient,30.4009502418885,nm/sample,14.184436572675096,2.5992335838198546,7.216629361062368,0.18324545853495647,5.0
steel,ISO/profile,Ra,2729.9766553362983,nm,1421.8769491084845,700.8134957837406,1945.7702000253246,0.4928791455710355,5.0
steel,ISO/profile,Rz,19805.703789106385,nm,6635.910412096894,2917.477976018349,8100.217446038527,0.4396499944755055,5.0
steel,ISO/step,step depth,37.43910929383742,nm,0.0,0.0,0.0,,5.0
steel,Banach,L1 mean,2729.9766553362983,nm,1421.8769491084845,700.8134957837406,1945.7702000253246,0.4928791455710355,5.0
steel,Banach,L2 RMS,4080.7022263002355,nm,1679.2192335961813,790.73759904931,2195.4395363763165,0.4708959873904509,5.0
steel,Banach,L infinity,14766.184541153625,nm,4066.3710558360517,1524.8543288669648,4233.674337522359,0.3749914378026313,5.0
steel,Banach,BV total variation,50005.88939080329,nm,8160.260120126817,3547.495210890399,9849.425713989282,0.43472820212442786,5.0
steel,Banach,BV density,125.32804358597316,nm/sample,103.29443190033946,44.905002669498714,124.67627486062379,0.43472820212442775,5.0
steel,Banach,W12 gradient,475.2305452871922,nm/sample,253.74613190972983,117.39145386739493,325.93092748218186,0.462633471430244,5.0
