"artefact","file","sequence_index","Ra","Rq","PV","step_height","L2_to_mean"
"spherical","00000.png",0,0.234625540584355,0.275674594112494,1.11494124442952,NA,0.249540629810075
"spherical","00242.png",242,0.235161680148643,0.276121972772918,1.11560497607792,NA,0.249975084880806
"spherical","00485.png",485,0.236928858800425,0.277685383542291,1.13767888527187,NA,0.258167282873021
"spherical","00727.png",727,0.23522055602061,0.276220831958912,1.09058095860877,NA,0.251858828527421
"spherical","00970.png",970,0.23399908033259,0.275316641157711,1.10141820232254,NA,0.260544707537399
"spherical","01212.png",1212,0.235756312870844,0.276725493394081,1.09703170484137,NA,0.250201421089193
"spherical","01454.png",1454,0.235956841889124,0.277026615697443,1.10827352418899,NA,0.251897491484247
"spherical","01697.png",1697,0.234966692016729,0.276239991026848,1.11772313196693,NA,0.257057085503729
"spherical","01939.png",1939,0.236845899632627,0.277797160383696,1.09907555001767,NA,0.25120134834784
"spherical","02182.png",2182,0.235304688416923,0.276230122078613,1.12627034232969,NA,0.262715786519334
"spherical","02424.png",2424,0.235158633708405,0.276340416155029,1.08967837617538,NA,0.254310480821125
"spherical","02667.png",2667,0.23684303639991,0.277973560386037,1.11710265088727,NA,0.258581400844819
"spherical","02909.png",2909,0.236606917341618,0.277640320447537,1.12436791393538,NA,0.248363074659226
"spherical","03151.png",3151,0.237599402899349,0.278472127801949,1.11759327145682,NA,0.255012376090614
"spherical","03394.png",3394,0.237425011144953,0.27829265762692,1.10983688315705,NA,0.238899975942032
"spherical","03636.png",3636,0.236510096263801,0.277546653558337,1.08930007082919,NA,0.252169688201829
"spherical","03879.png",3879,0.235505161944896,0.276479998409162,1.12318004963961,NA,0.235566245870271
"spherical","04121.png",4121,0.234454672710428,0.275391622070183,1.12023739110313,NA,0.23284518196398
"spherical","04363.png",4363,0.235537844875949,0.276471743224278,1.09750118639772,NA,0.239138479376391
"spherical","04606.png",4606,0.234131110384581,0.27514001304334,1.09723068006521,NA,0.235926815041631
"spherical","04848.png",4848,0.234491801167071,0.275579941738006,1.10774191133632,NA,0.253418923803728
"spherical","05091.png",5091,0.235133223189109,0.276159760582466,1.10154484411653,NA,0.252954156466138
"spherical","05333.png",5333,0.237881454505005,0.27878636254935,1.12428974057928,NA,0.25137928476839
"spherical","05576.png",5576,0.234609575066336,0.275776683267,1.11363455792628,NA,0.233436102275955
"spherical","05818.png",5818,0.236214854328783,0.277241966832387,1.10559043464539,NA,0.24997339451119
"spherical","06060.png",6060,0.23537896863836,0.276552567175183,1.09564882592014,NA,0.247214361056384
"spherical","06303.png",6303,0.237378312005044,0.278305258347832,1.09540841738733,NA,0.238226513509516
"spherical","06545.png",6545,0.234407798779959,0.275458080574186,1.13337403583398,NA,0.245654022578805
"spherical","06788.png",6788,0.232619344099743,0.273806583845637,1.09569725007219,NA,0.245065649909453
"spherical","07030.png",7030,0.235447865684263,0.276668363052859,1.10519466492075,NA,0.240195865393683
"spherical","07272.png",7272,0.237349228286906,0.278272780522232,1.09243514695319,NA,0.228060197835125
"spherical","07515.png",7515,0.236057533488387,0.277062502833845,1.12116177051214,NA,0.226648469842666
"spherical","07757.png",7757,0.234229155530563,0.275390166539166,1.10032053835666,NA,0.246254743696176
"spherical","08000.png",8000,0.232451389252777,0.273653307583878,1.09634613293231,NA,0.243112567803716
"spherical","08242.png",8242,0.233780703381306,0.274953682654463,1.10506759540189,NA,0.244413096743859
"spherical","08484.png",8484,0.235215165755065,0.276106337681108,1.10166206189143,NA,0.245726178470391
"spherical","08727.png",8727,0.237938293680457,0.278675717594102,1.12567306350548,NA,0.2370094813411
"spherical","08969.png",8969,0.236876719957056,0.277764553818044,1.11143200543782,NA,0.244620674887736
"spherical","09212.png",9212,0.235974044205132,0.276878887815706,1.15538151089562,NA,0.227323172224983
"spherical","09454.png",9454,0.236008878302476,0.277044346653518,1.09256721160035,NA,0.226457664885608
"spherical","09697.png",9697,0.235461046497674,0.27649962480086,1.09615205641959,NA,0.228167572741557
"spherical","09939.png",9939,0.23598269343431,0.276982430203045,1.1408371379561,NA,0.229783849975272
"spherical","10181.png",10181,0.237232084617705,0.2781568735474,1.12281864149288,NA,0.243102630274904
"spherical","10424.png",10424,0.235172266379206,0.276470194318498,1.09915296319467,NA,0.236672380022451
"spherical","10666.png",10666,0.236099636069213,0.277076955815698,1.09721936710664,NA,0.224130623893177
"spherical","10909.png",10909,0.234299062283208,0.275389037891554,1.109595473984,NA,0.240518612487741
"spherical","11151.png",11151,0.234701568077064,0.275843655782937,1.11254757369634,NA,0.241150394938814
"spherical","11393.png",11393,0.235813621647615,0.276833150410343,1.12619904635869,NA,0.225332388085282
"spherical","11636.png",11636,0.236429557199206,0.277303769914709,1.09536984980226,NA,0.223820252520244
"spherical","11878.png",11878,0.235364102733074,0.276478092984334,1.09706941337506,NA,0.217457089562977
"spherical","12121.png",12121,0.236230521414965,0.277012594311573,1.09315359122935,NA,0.221674931826717
"spherical","12363.png",12363,0.235831239251045,0.276783105779546,1.0862927075613,NA,0.218078833525398
"spherical","12606.png",12606,0.23492407477799,0.276150468545061,1.11765105406534,NA,0.215633800563646
"spherical","12848.png",12848,0.235435853510323,0.276645588016528,1.09023811453859,NA,0.237241447961064
"spherical","13090.png",13090,0.236863649871648,0.277725284118149,1.12476744759816,NA,0.243904726054862
