"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"step",7500,0.179541078984739,0.0124702349251686,0.216856908273592,0.0139654613950342,0.0391032919060958,0.213739643321552,0.213220289670825,0.213725393536989
