"artefact","file","sequence_index","Ra","Rq","PV","step_height","L2_to_mean"
"step","00000.png",0,0.197654541265204,0.237044311462269,1.41831419570422,0.0400610841667862,0.23282379615651
"step","00013.png",13,0.20548541201998,0.246333495161077,1.26925840553269,-0.0812548013665736,0.241650497703016
"step","00027.png",27,0.204510240505074,0.245534345186284,1.11079209466821,-0.0260375422912129,0.245240235647977
"step","00040.png",40,0.194864443671641,0.233689244570153,1.32800606687664,0.00183048721344686,0.232512269855057
"step","00053.png",53,0.205292273769032,0.24626749421088,1.44824537793312,-0.00888230827194569,0.246164627076783
"step","00067.png",67,0.203761923698178,0.245024613629975,1.20748727252014,0.0637558737771785,0.241941277613939
"step","00080.png",80,0.202277814014525,0.241757703402925,1.3312806249777,-0.072443043986303,0.237914794803657
"step","00093.png",93,0.203604711876552,0.243646496044088,1.36000231077259,0.00563261497824938,0.241648288592915
"step","00107.png",107,0.209298850617644,0.249867592408049,1.19836197173501,0.125560543178916,0.25451223366542
"step","00120.png",120,0.20391826761516,0.243838236677341,1.16006621313114,0.0312997688831058,0.243709386553053
"step","00133.png",133,0.216004973104635,0.257458434063756,1.10801880424386,0.0185316953776053,0.25723593776356
"step","00147.png",147,0.211066424821701,0.251274352577561,1.24876121736864,-0.0416461583424929,0.251762584917635
"step","00160.png",160,0.212646155532824,0.25395364924185,1.29846349523338,0.0598655948288653,0.247438177611481
"step","00173.png",173,0.19820734466907,0.237580484477167,1.35707991070755,0.0654825360108877,0.234123458004643
"step","00187.png",187,0.199611726457709,0.239487216486614,1.40958390552779,0.00389631418665048,0.236931311270527
"step","00200.png",200,0.210222370882128,0.251049492775011,1.11070589049269,0.0683309414056497,0.256673697847852
"step","00213.png",213,0.193144244399138,0.231896856042633,1.27412448728979,-0.004387559507877,0.230599551129063
"step","00227.png",227,0.202901464745588,0.243027856202241,1.20015785808338,-0.0557061206136592,0.240658700420468
"step","00240.png",240,0.198377447295784,0.237658372030423,1.19032325948502,0.111288570950576,0.236791176220965
"step","00253.png",253,0.194661635947319,0.234145795546697,1.288205768932,-0.00528032833357212,0.232410491584131
"step","00267.png",267,0.195252368677243,0.234586160631151,1.25368321159698,0.0283829004405589,0.233572977729102
"step","00280.png",280,0.206153444395844,0.246443233034378,1.22696286568079,0.0237301002256333,0.2485211364246
"step","00293.png",293,0.225585988869147,0.268411732740263,1.40161406922422,-0.0962623922013243,0.264987391285087
"step","00307.png",307,0.200089214868981,0.24024438224397,1.45832856964712,-0.0818080851149824,0.237042896221518
"step","00320.png",320,0.217960765809089,0.259647703065149,1.17754034335963,0.093000327318489,0.259629699880563
"step","00333.png",333,0.207939711416878,0.248383774207177,1.28613153447421,-0.0290305612325441,0.247695702787097
"step","00347.png",347,0.19731786615588,0.237097317113379,1.20722435065961,0.0684799928119983,0.236550959414629
"step","00360.png",360,0.217218192270225,0.258828113343,1.41192331430312,-0.149556509821349,0.254946366520191
"step","00373.png",373,0.202546202885346,0.242935847883511,1.28399748300641,0.0841984813005484,0.240526410825367
"step","00387.png",387,0.199274129074402,0.240636798823519,1.26349472052435,0.0372534234977736,0.239030992731782
"step","00400.png",400,0.197529061122046,0.237829960634576,1.41167907411594,-0.0874488763833081,0.233761583732959
"step","00413.png",413,0.199084228443849,0.238757125404124,1.37060462263322,-0.0873256126820501,0.237729158568353
"step","00427.png",427,0.19991449239642,0.240042406512556,1.50007363946284,-0.0609257627571414,0.239477814832574
"step","00440.png",440,0.205219475404931,0.245852815120035,1.18841545759488,0.0349481459442711,0.247855735670275
"step","00453.png",453,0.207333760707303,0.247697830758534,1.1303761009379,-0.0745842985458398,0.245084128791329
"step","00467.png",467,0.207320189966423,0.247963681400215,1.52907237727077,-0.126004712331945,0.246947369290051
"step","00480.png",480,0.203699112140879,0.244659016226358,1.39132480171661,-0.049442671239551,0.241798271203107
"step","00493.png",493,0.195233067440555,0.234898345358142,1.38131375743814,-0.182683576842098,0.244405790594064
"step","00507.png",507,0.208467923513329,0.248305329350458,1.3331786076973,0.0611922934245373,0.247704243821172
"step","00520.png",520,0.200532344566534,0.240249283044256,1.30249847382971,0.016045502263632,0.239205991324577
"step","00533.png",533,0.203482564212684,0.244944707023091,1.24039325312971,0.145698961143306,0.243877817186241
"step","00547.png",547,0.200136261537012,0.240073867440712,1.40779185892421,0.0208812259127399,0.239799177582834
"step","00560.png",560,0.202245006076289,0.243437362287244,1.25002615852207,-0.0627114277042007,0.246172902248379
"step","00573.png",573,0.202151549698864,0.24207321279185,1.133313260792,0.038586714442848,0.245774315660851
"step","00587.png",587,0.202966767119071,0.243536339983578,1.36268306717667,-0.101320288531474,0.244469441833431
"step","00600.png",600,0.195908881364666,0.235142867983343,1.40119507632323,-0.0713538988920363,0.23348496940461
"step","00613.png",613,0.198700755000724,0.238032188942458,1.30432244484962,0.0795013614347608,0.237489003345105
"step","00627.png",627,0.199798275385466,0.238918525181252,1.24928359391283,0.0847583334486474,0.237139735121461
"step","00640.png",640,0.203735663459299,0.243914236408151,1.26362844842113,-0.0356988365214862,0.242265134564668
"step","00653.png",653,0.210273856636818,0.251461590280948,1.21868167912401,-0.1122019219126,0.253082750158021
"step","00667.png",667,0.202925264781777,0.242201195233114,1.30190806901756,-0.0961674802319545,0.23980967227132
"step","00680.png",680,0.207734711602896,0.24882987940642,1.198855106056,0.00161095917625254,0.248730523302199
"step","00693.png",693,0.198138216047881,0.238801873289776,1.1352490869319,-0.098890039645504,0.23881744747992
"step","00707.png",707,0.202293179530855,0.242372332380374,1.28391410591073,0.0303683671763482,0.243670267623457
"step","00720.png",720,0.206211177018682,0.247896205587207,1.28297369670818,0.119503037980181,0.243884491094611
"step","00733.png",733,0.200382019915195,0.240032119283434,1.238784353486,0.0207760047661102,0.238623419266813
"step","00747.png",747,0.21098130702261,0.253869595386115,1.22300456348446,0.0250587090641643,0.252721408042436
"step","00760.png",760,0.202995922528774,0.243378446460032,1.2023226455626,0.0103275320230845,0.241957470852008
