"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"step",3,0.182638705447046,0.0136088816502699,0.219711189401271,0.0158579204348603,0.0444021772176087,0.212232880248056,0.17328373382206,0.173287421082981
