"artefact","n","mean_Ra","sd_Ra","mean_Rq","sd_Rq","iso_repeatability_limit_Rq","pixelwise_sd_rms","functional_repeatability_L2","functional_repeatability_L2_rms"
"spherical",7500,0.235576502026041,0.00121166470308001,0.27659141643648,0.0011206895320628,0.00313793068977584,0.242158338923629,0.241967034040566,0.242142194496202
"step",7500,0.179541078984739,0.0124702349251686,0.216856908273592,0.0139654613950342,0.0391032919060958,0.213739643321552,0.213220289670825,0.213725393536989
